id,interests,graduated_courses,on_progress_courses,events_attended,challenge_joined,winning_apps
380285,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Kotlin,Belajar Dasar Pemrograman Web,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud)","Architecting on AWS (Membangun Arsitektur Cloud di AWS),Bangkit Application Screening,Belajar Fundamental Aplikasi Android,Belajar Membangun LINE Front-end Framework (LIFF),Belajar Membuat Augmented Reality dengan Lens Studio,Belajar Membuat Game untuk Pemula,DevOps Praktis dengan IBM Cloud (Practical DevOps with IBM Cloud),Membangun Progressive Web Apps,Menjadi Android Developer Expert","Indosat Ooredoo Digital Camp (IDCamp) Developers Meetup - Bandar Lampung,Baparekraf Developer Day 2020,Cara Menjadi Android Developer Expert,Talkshow & Virtual Hackathon Finalist Announcement,Tren Implementasi dan Pengembangan Augmented Reality",,
380288,,,"Bangkit Application Screening,Belajar Dasar Pemrograman JavaScript,Belajar Dasar Visualisasi Data,Belajar Membuat Aplikasi Back-End untuk Pemula,Belajar Prinsip Pemrograman SOLID,Memulai Pemrograman Dengan Java","Perjalanan menjadi seorang Associate Android Developer,Apa yang Baru di Android Studio 4.1,Tren Pengembangan Aplikasi Android di 2021,IDCamp Virtual Summit 2021,SheHacks Webinar: Empowering Rural Women Financially",,
380291,,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),"Bangkit Cloud Assessment,Bangkit General Assessment,Belajar Membuat Augmented Reality dengan Lens Studio","Potensi Karier Menjadi iOS Developer di Masa Depan,Membuat Produk Digital Terbaik ala Startup Unicorn",,
380294,,,,,,
380297,,,,,,
380300,,,Belajar Fundamental Aplikasi Android,,,
380303,,,"Belajar Membuat Game dengan Construct 2,Memulai Pemrograman Dengan Java",,,
380306,,,Belajar Membuat Game untuk Pemula,,,
380309,,,Belajar Membangun LINE Chatbot,,,
380312,,,,,,
380315,,,,,,
380318,,,,,,
380321,,,,,,
380324,,,,,,
380327,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380330,,,,,,
380333,,"Membangun Progressive Web Apps,Memulai Pemrograman Dengan Kotlin,Belajar Dasar Pemrograman Web","Belajar Fundamental Front-End Web Development,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java,Menjadi Front-End Web Developer Expert","BEKRAF Developer Day 2019 - Purwokerto,Baparekraf Developer Day 2020",,
380336,,,Memulai Pemrograman Dengan Java,,,
380339,,,,,,
380342,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game untuk Pemula",,,
380345,,,,,,
380348,"Android,Web,Game",,"Belajar Dasar Pemrograman JavaScript,Belajar Membuat Aplikasi Back-End untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Java",,,
380351,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380354,,,,,,
380357,,,,,,
380360,,,,,,
380363,,,,,,
380366,,,,,,
380369,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380372,,,,,,
380375,"Android,Web,Cloud,Game,Machine Learning",,"Belajar Dasar Visualisasi Data,Belajar Fundamental Aplikasi Android,Memulai Pemrograman Dengan Java",,,
380378,,,,,,
380381,,,,,,
380384,,,,,,
380387,,,Memulai Pemrograman Dengan Java,,,
380390,,,,,,
380393,,,"Belajar Fundamental Front-End Web Development,Belajar Membuat Game untuk Pemula,Memulai Pemrograman Dengan Python",,,
380396,,,,,,
380399,,,,,,
380402,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game untuk Pemula",,,
380405,,,"Belajar Membangun LINE Chatbot,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java",,,
380408,,,,,,
380411,,,,,,
380414,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game untuk Pemula,Membangun Progressive Web Apps,Memulai Pemrograman Dengan Kotlin,Menjadi Game Developer Expert","Baparekraf Developer Day 2020,Baparekraf Developer Day 2021",,
380417,,,,,,
380420,,,,,,
380423,,,,,,
380426,,,,,,
380429,,,"Belajar Dasar Visualisasi Data,Belajar Fundamental Aplikasi Android,Belajar Membangun LINE Chatbot",,,
380432,,,,,,
380435,,,Memulai Pemrograman Dengan Java,,,
380438,,,Memulai Pemrograman Dengan Java,,,
380441,,,,,,
380444,Web,"Memulai Pemrograman Dengan Python,Belajar Dasar Pemrograman Web,Belajar Dasar Pemrograman JavaScript,Belajar Membuat Front-End Web untuk Pemula","Belajar Machine Learning untuk Pemula,Belajar Membangun LINE Chatbot,Belajar Membuat Aplikasi Back-End untuk Pemula,Belajar Prinsip Pemrograman SOLID,Memulai Pemrograman Dengan Java",Baparekraf Developer Day 2021,,
380447,,,,,,
380450,,,Belajar Membuat Game dengan Construct 2,,,
380453,,,,,,
380456,,,,,,
380459,,,,,,
380462,,,,,,
380465,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380468,,,,,,
380471,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula",,,
380474,,,Belajar Membuat Game untuk Pemula,,,
380477,,"Memulai Pemrograman Dengan Python,Belajar Prinsip Pemrograman SOLID,Belajar Dasar Visualisasi Data,Belajar Machine Learning untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Belajar Membuat Augmented Reality dengan Lens Studio","Architecting on AWS (Membangun Arsitektur Cloud di AWS),Belajar Fundamental Aplikasi Android,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Kotlin","Pengalaman Membangun Aplikasi yang Mendunia,Dicoding Developer Coaching #32: Android | Reactive Programming dengan RxJava & Flow,IDCamp Virtual Summit 2021,Weekend Talk Series ""Make note application using firebase cloud Firestore""",,
380480,,,,,,
380483,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula",,,
380486,,,Memulai Pemrograman Dengan Java,,,
380489,,,Memulai Pemrograman Dengan Java,,,
380492,,,Memulai Pemrograman Dengan Java,,,
380495,,,,,,
380498,,,Memulai Pemrograman Dengan Java,,,
380501,,,,,,
380504,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380507,,,,,,
380510,,,Menjadi Front-End Web Developer Expert,,,
380513,,,,,,
380516,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380519,,,Pengantar Teknologi Blockchain,,,
380522,,,,,,
380525,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380528,,,,,,
380531,,,,,,
380534,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380537,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380540,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380543,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380546,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380549,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380552,,,,,,
380555,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380558,,,Memulai Pemrograman Dengan Java,,,
380561,,,,,,
380564,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380567,,,,,,
380570,,,,,,
380573,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380576,,,,,,
380579,,,Belajar Membuat Game dengan Construct 2,,,
380582,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380585,,,"Memulai Pemrograman Dengan C,Memulai Pemrograman Dengan Java",,,
380588,,,,,,
380591,,,,,,
380594,,,,,,
380597,,Digital Talent Scholarship – Cloud Computing,,,,
380600,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380603,,,Memulai Pemrograman Dengan Java,,,
380606,,,Memulai Pemrograman Dengan Java,,,
380609,,,,,,
380612,,,,,,
380615,,,Memulai Pemrograman Dengan Java,,,
380618,,,,,,
380621,,,Memulai Pemrograman Dengan Java,,,
380624,,,Memulai Pemrograman Dengan Java,,,
380627,,,Memulai Pemrograman Dengan Java,,,
380630,,,Memulai Pemrograman Dengan Java,Baparekraf Developer Day 2021,,
380633,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380636,,,Memulai Pemrograman Dengan Java,,,
380639,,,Memulai Pemrograman Dengan Java,,,
380642,,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,,Potensi Karier Menjadi iOS Developer di Masa Depan,,
380645,,,,,,
380648,,,,,,
380651,,,Memulai Pemrograman Dengan Java,,,
380654,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380657,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380660,,,,,,
380663,,,,,,
380666,,,,,,
380669,,,,,,
380672,,,,,,
380675,,,,,,
380678,,,,,,
380681,,,Pengantar Teknologi Blockchain,,,
380684,,,,,,
380687,,,Belajar Membuat Game dengan Construct 2,,,
380690,,,,,,
380693,,,Memulai Pemrograman Dengan Java,,,
380696,,,,,,
380699,,,,,,
380702,,,,,,
380705,,,"Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,Belajar Membuat Aplikasi Android untuk Pemula",,,
380708,,,"Belajar Membuat Aplikasi Android untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud)",,,
380711,,,Belajar Membuat Aplikasi Android untuk Pemula,"Cloud Computing Journey bersama AWS,AWS X Dicoding LIVE : Networking dan Security di AWS",,
380714,,,Belajar Membuat Game untuk Pemula,,,
380717,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380723,,,,,,
380726,,,Belajar Fundamental Aplikasi Android,,,
380729,,,,,,
380732,,"Belajar Membuat Aplikasi Android untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Belajar Dasar Pemrograman JavaScript","Belajar Fundamental Aplikasi Android,Belajar Membangun LINE Chatbot,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,Belajar Membuat Aplikasi Back-End untuk Pemula,Belajar Membuat Aplikasi Kognitif,Belajar Membuat Game dengan Construct 2,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Kotlin,Pengantar Teknologi Blockchain","Baparekraf Developer Day 2020,Baparekraf Developer Day 2021,Machine Learning Study Jam ~ Deep Learning for image classification (ANN),Dicoding Developer Coaching #46: Flutter | Buat Tema Aplikasimu Menjadi Menarik dengan Material Design,Dicoding Developer Coaching #47: Back-End | Layanan Komputasi di AWS",,
380735,,,Memulai Pemrograman Dengan Java,,,
380738,,,,,,
380741,,,Pengantar Teknologi Blockchain,,,
380744,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380747,,,,,,
380750,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380753,,,Belajar Dasar Pemrograman Web,,,
380756,,,"Belajar Membuat Game dengan Construct 2,Belajar Membuat Game untuk Pemula,Memulai Pemrograman Dengan Java",,,
380759,,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java",,,
380762,,,,,,
380765,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380768,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Game untuk Pemula",,,
380771,,,Belajar Membuat Aplikasi Android untuk Pemula,Baparekraf Developer Day 2020,,
380774,,Membangun Progressive Web Apps,Menjadi Azure Cloud Developer,Baparekraf Developer Day 2021,,
380777,,,,,,
380780,,,,,,
380783,,,,,,
380786,,,,,,
380789,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380792,,,"Belajar Dasar Pemrograman Web,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan C",,,
380795,,,,,,
380798,,,"Belajar Membuat Augmented Reality dengan Lens Studio,Memulai Pemrograman Dengan Java",,,
380801,,,Belajar Dasar Pemrograman Web,,,
380804,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380807,,,,,,
380810,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java",,,
380813,,,,,,
380816,,,,,,
380819,,,Belajar Membuat Game dengan Construct 2,,,
380822,,,,,,
380825,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380828,,,"Belajar Membangun LINE Chatbot,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer",,,
380831,,,,,,
380834,,,Belajar Membangun LINE Chatbot,,,
380837,,,,,,
380840,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula",,,
380843,,,Memulai Pemrograman Dengan Java,,,
380846,,,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,,,
380849,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Kotlin,Belajar Prinsip Pemrograman SOLID,Belajar Membuat Aplikasi iOS untuk Pemula,Belajar Fundamental Aplikasi iOS,Menjadi iOS Developer Expert,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Belajar Dasar Pemrograman JavaScript,Belajar Membuat Aplikasi Back-End untuk Pemula,Architecting on AWS (Membangun Arsitektur Cloud di AWS),Belajar Fundamental Aplikasi Back-End","Belajar Android Jetpack Pro,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Swift,Menjadi Android Developer Expert","Lets Learn MVVM with DataBinding,Baparekraf Developer Day 2020",,
380852,,,,,,
380855,,,"Belajar Dasar Pemrograman Web,Belajar Dasar Visualisasi Data,Belajar Membuat Game dengan Construct 2,Belajar Membuat Mixed Reality,Memulai Pemrograman Dengan C,Pengantar Teknologi Blockchain,Source Code Management untuk Pemula","Memulai Karir menjadi iOS Developer,Code, Build, and Observe Your Apps on the Cloud,GITS Expert Talk #4: How High Quality Assurance Contribute to Resillience Cybersecurity",,
380858,,,,,,
380861,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Kotlin,Menjadi Azure Cloud Developer,Belajar Android Jetpack Pro,Memulai Pemrograman Dengan Swift,Belajar Prinsip Pemrograman SOLID,Belajar Membuat Aplikasi iOS untuk Pemula","Belajar Dasar Pemrograman Web,Belajar Fundamental Aplikasi iOS,Kotlin Android Developer Expert,Membangun Progressive Web Apps,Memulai Pemrograman Dengan Java,Menjadi Android Developer Expert,Source Code Management untuk Pemula","Kotlin/Everywhere Jakarta - Workshop,BEKRAF Developer Conference 2019,Intro Material Design for Android Development,Introduction to MVVM Architecture in Android,Lintasarta Developer Talk Online Series #4 - Best Practices and Lessons Learned  as a Developer,Memulai Karir menjadi iOS Developer,Meningkatkan SOC dan Reusabillity Kode dengan Duo DI,Play with Testing on Android,SQLite vs Room di Android,Perubahan, Pembaharuan dan Adaptasi terkait Privacy di Android 11,Baparekraf Developer Day 2020,Cara Menjadi Android Developer Expert,Membangun Mobile Backend Menggunakan Kotlin,Menggunakan NoSQL Database di Aplikasi Android,Android and Kotlin Developer Talk Indonesia 2021 Day 1,Dicoding Developer Coaching #32: Android | Reactive Programming dengan RxJava & Flow,Android and Kotlin Developer Talk Indonesia 2021 Day 4,Dicoding Developer Coaching #34: Android | Modular Android App dengan Dynamic Feature,Android Study Jam: “Navigate between screen”,Android Study Jam: “Android Architecture Component”",,
380864,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380867,,,,,,
380870,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380873,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380876,,,,,,
380879,,,,,,
380882,"Android,Web,Cloud,Multi Platform","Memulai Pemrograman Dengan Java,Belajar Prinsip Pemrograman SOLID,Memulai Dasar Pemrograman untuk Menjadi Pengembang Software,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Belajar Dasar Pemrograman JavaScript,Belajar Membuat Aplikasi Back-End untuk Pemula,Meniti Karier sebagai Software Developer","Bangkit Android Assessment,Bangkit General Assessment,Belajar Fundamental Aplikasi Back-End,Belajar Membangun LINE Front-end Framework (LIFF),Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Kotlin,Source Code Management untuk Pemula","ConstraintLayout: Handle with Care,Intro to Software Product Management,Tips Menulis Kode yang Konsisten di JavaScript: Metode ESLint!,Melihat Local Database di Android secara Live,Code, Build, and Observe Your Apps on the Cloud,GITS Expert Talk #4: How High Quality Assurance Contribute to Resillience Cybersecurity,Meningkatkan SOC dan Reusabillity Kode dengan Duo DI,Play with Testing on Android,Perubahan, Pembaharuan dan Adaptasi terkait Privacy di Android 11,Baparekraf Developer Day 2020,Cara Cepat Membangun UI/UX dengan Memanfaatkan Fitur pada Figma,Perjalanan menjadi seorang Associate Android Developer,Careerhacks: How to start?!,Cara Menjadi Android Developer Expert,Membangun Mobile Backend Menggunakan Kotlin,Scrum Introduction,Dicoding Developer Coaching #8: Android | Membuat Tampilan Aplikasimu Semakin Menarik dengan Style & Theme,Baparekraf Developer Day 2021",,
380885,,,,Game Dev Bandung Ngariung #24 - Post Mortem Pamali,,
380888,,,,,,
380891,,,,,,
380894,,,,,,
380897,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380900,,,,,,
380903,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380906,,Belajar Dasar Pemrograman Web,"Belajar Dasar Visualisasi Data,Belajar Fundamental Front-End Web Development,Belajar Membuat Aplikasi Android untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Python,Source Code Management untuk Pemula",Baparekraf Developer Day 2020,,
380909,,,,,,
380912,,,,Game Dev Bandung Ngariung #24 - Post Mortem Pamali,,
380915,,,,,,
380918,,,,,,
380921,,,,,,
380924,,,"Belajar Dasar Pemrograman Web,Belajar Fundamental Aplikasi Android,Memulai Pemrograman Dengan C",,,
380927,,,,,,
380930,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380933,,,,,,
380936,,"Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Belajar Dasar Pemrograman JavaScript","Belajar Fundamental Front-End Web Development,Belajar Membuat Aplikasi Android untuk Pemula,Membangun Progressive Web Apps,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Python,Source Code Management untuk Pemula","Lintasarta Developer Talk Online Series #2 - Simple Animation on Android,Tips Menulis Kode yang Konsisten di JavaScript: Metode ESLint!",,
380939,,,,,,
380942,,,,,,
380945,,,,,,
380948,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java",,,
380951,,,,,,
380954,,,,Game Dev Bandung Ngariung #24 - Post Mortem Pamali,,
380957,,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java",,,
380960,,,,Game Dev Bandung Ngariung #24 - Post Mortem Pamali,,
380963,,,,,,
380966,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380969,,,"Belajar Fundamental Aplikasi Android,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud)",,,
380972,,,,Baparekraf Developer Day 2020,,
380975,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380978,,,"Belajar Membuat Game dengan Construct 2,Belajar Membuat Game untuk Pemula,Memulai Pemrograman Dengan Java,Source Code Management untuk Pemula",,,
380981,,,Memulai Pemrograman Dengan Java,,,
380984,,,,,,
380987,,,,,,
380990,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380993,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380996,,,,Game Dev Bandung Ngariung #24 - Post Mortem Pamali,,
380999,,,,,,
381002,,,,,,
381005,,,"Belajar Membuat Aplikasi Android untuk Pemula,Membangun Progressive Web Apps,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Kotlin",,,
381008,,,,,,
381011,Android,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Kotlin,Memulai Pemrograman Dengan Python,Belajar Dasar Pemrograman Web,Belajar Android Jetpack Pro,Belajar Prinsip Pemrograman SOLID,Belajar Dasar Visualisasi Data,Belajar Machine Learning untuk Pemula,Belajar Pengembangan Machine Learning,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Belajar Dasar Pemrograman JavaScript,Architecting on AWS (Membangun Arsitektur Cloud di AWS),DevOps Praktis dengan IBM Cloud (Practical DevOps with IBM Cloud),Belajar Membuat Front-End Web untuk Pemula,Belajar Dasar Git dengan GitHub","Bangkit Application Screening,Belajar Membangun LINE Chatbot,Belajar Membuat Aplikasi Back-End untuk Pemula,Belajar Membuat Augmented Reality dengan Lens Studio,Belajar Membuat Game untuk Pemula,Memulai Pemrograman Dengan Java,Menjadi Android Developer Expert,Source Code Management untuk Pemula","Baparekraf Developer Day 2020,Cara Cepat Membangun UI/UX dengan Memanfaatkan Fitur pada Figma,Uxer Experience  (UX) Design Research,Cara Mudah Berkolaborasi dengan Github,Baparekraf Developer Day 2021,Android and Kotlin Developer Talk Indonesia 2021 Day 4,Dicoding Developer Coaching #34: Android | Modular Android App dengan Dynamic Feature,IDCamp Virtual Summit 2021,Baparekraf Game Prime 2021 - Class",,
381014,,,"Belajar Fundamental Aplikasi Android,Membangun Progressive Web Apps",,,
381017,,,,,,
381020,,,,,,
381023,,,Memulai Dasar Pemrograman untuk Menjadi Pengembang Software,,,
381026,,,Memulai Pemrograman Dengan Java,,,
381029,,,,,,
381032,,,,,,
381035,,,,,,
381038,,,,,,
381041,,,,,,
381044,,,Belajar Membuat Game untuk Pemula,,,
381047,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Menjadi Azure Cloud Developer,Source Code Management untuk Pemula",,,
381050,,,,,,
381053,,,,,,
381056,,,Belajar Membuat Game untuk Pemula,,,
381059,,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java",,,
381062,"Android,Web,AR/VR,Multi Platform,Game,Machine Learning","Memulai Pemrograman Dengan Java,Belajar Dasar Pemrograman Web","Belajar Dasar Visualisasi Data,Belajar Fundamental Front-End Web Development,Belajar Membuat Aplikasi Flutter untuk Pemula,Belajar Membuat Game dengan Construct 2,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Membangun Progressive Web Apps,Memulai Pemrograman Dengan Kotlin",Baparekraf Developer Day 2020,,
381065,,,,,,
381068,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
381071,,,"Belajar Fundamental Aplikasi Android,Membangun Progressive Web Apps",,,
381074,,,,,,
381077,,,"Belajar Dasar Pemrograman Web,Belajar Dasar Visualisasi Data,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Python","Baparekraf Developer Day 2020,Baparekraf Developer Day 2022",,
381080,"Cloud,Machine Learning",,"Belajar Dasar Git dengan GitHub,Belajar Dasar Pemrograman Web,Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Aplikasi Kognitif,Belajar Membuat Augmented Reality dengan Lens Studio,Belajar Membuat Game dengan Construct 2,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Python,Pengantar Teknologi Blockchain,Source Code Management untuk Pemula","TechTalk 2021: Peningkatan Performa Software Delivery dengan CI/CD,TechTalk 2021: Peran IT Security dalam Penerapan DevOps,Membuat Produk Digital Terbaik ala Startup Unicorn,Membangun Aplikasi Serverless di Platform AWS,Tantangan Menjadi Developer di Abad 21,AWS X Dicoding LIVE : Storage dan Database di AWS,Web Developer From Zero to Hero",,
381083,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
381086,,Digital Talent Scholarship – Cloud Computing,"Belajar Dasar Pemrograman JavaScript,Belajar Membuat Aplikasi Back-End untuk Pemula,Belajar Membuat Aplikasi Flutter untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Dart",,,
381089,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
381092,,,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),,,
381095,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
381098,,,Belajar Membuat Game untuk Pemula,,,
381101,,,Belajar Membuat Game dengan Construct 2,,,
381104,,,Belajar Membuat Game dengan Construct 2,,,
381107,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
381110,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
381113,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
381116,,,"Belajar Dasar Visualisasi Data,Belajar Machine Learning untuk Pemula,Belajar Membuat Aplikasi Flutter untuk Pemula,Memulai Pemrograman Dengan Dart,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Python",,,
381119,,,,,,
381125,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
381128,,,"Bangkit Application Screening,Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java",,,
381134,,,,,,
381137,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game untuk Pemula,Belajar Prinsip Pemrograman SOLID,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud)",,,
381140,,,"Belajar Dasar Pemrograman Web,Belajar Membuat Aplikasi Android untuk Pemula",BEKRAF Developer Day 2019 - Malang,,
381143,,,"Belajar Dasar Pemrograman JavaScript,Belajar Membuat Aplikasi Back-End untuk Pemula,Belajar Membuat Game dengan Construct 2,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Python",,,
381146,,,Belajar Membuat Game dengan Construct 2,,,
